序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
2341,2026-08-29 17:31:51.448,1787995911447.960,50235.285,30027,9,12875,1787995973720.180,1787995911421.250,26.711,-0.067711,1.580698,-1.155350,351.936127,167.971069,358.327606,0.381168,1.738174,-0.234806,351.936127,167.043167,358.327606,true,Ready,62298.931,3.737,65.8,1.912,42,-0.0218440555,0.991821,0.0683926,0.1055295,-0.0223971456,0.990934134,0.0682134852,0.113557279,29625.732075340,,,29625.781383835,1787995973769.490,49.308,,7963,Update,false,true,,,,,,,,,,,,,,
2342,2026-08-29 17:31:51.485,1787995911485.880,50273.205,30029,9,12877,1787995973743.230,1787995911444.300,41.577,-0.071166,1.581877,-1.170349,351.656250,167.843582,358.113525,0.377957,1.739352,-0.249859,351.656250,166.915680,358.113525,true,Ready,62298.931,3.737,103.7,1.912,42,-0.0240280647,0.9914823,0.07059133,0.106781892,-0.0245988891,0.990585268,0.07039446,0.114806831,29625.755130863,,,29625.809240473,1787995973797.340,54.110,,7964,Update,false,true,,,,,,,,,,,,,,
2343,2026-08-29 17:31:51.503,1787995911503.710,50291.036,30030,9,12879,1787995973762.830,1787995911463.900,39.812,-0.072708,1.581405,-1.177491,351.814575,167.814301,358.149780,0.376530,1.738881,-0.257026,351.814575,166.886383,358.149780,true,Ready,62298.931,3.737,121.5,1.912,42,-0.0235875621,0.9915639,0.06924891,0.107001327,-0.024147531,0.9906651,0.06905565,0.11502701,29625.774727375,,,29625.823153203,1787995973811.250,48.426,,7965,Update,false,true,,,,,,,,,,,,,,
2344,2026-08-29 17:31:51.520,1787995911520.230,50307.552,30031,9,12881,1787995973785.040,1787995911486.050,34.170,-0.075492,1.580584,-1.192024,352.148010,167.814285,358.090454,0.373982,1.738060,-0.271601,352.148010,166.886368,358.090454,true,Ready,62298.984,3.775,11.2,1.922,43,-0.0237963684,0.991758943,0.06630718,0.107010834,-0.024332514,0.99086,0.0661123246,0.115038067,29625.796938575,,,29625.850996246,1787995973839.100,54.058,,7966,Update,false,true,,,,,,,,,,,,,,
2345,2026-08-29 17:31:51.537,1787995911536.870,50324.200,30032,9,12883,1787995973804.470,1787995911505.490,31.387,-0.076431,1.580069,-1.199447,352.294769,167.998825,357.986450,0.373163,1.737545,-0.279039,352.294769,167.070908,357.986450,true,Ready,62298.984,3.775,27.8,1.922,43,-0.0244578887,0.991996765,0.06497911,0.10546042,-0.0249832552,0.991110444,0.06477895,0.113489658,29625.816369463,,,29625.864925938,1787995973853.030,48.556,,7967,Update,false,true,,,,,,,,,,,,,,
2346,2026-08-29 17:31:51.555,1787995911555.730,50343.052,30033,9,12885,1787995973822.650,1787995911523.660,32.064,-0.077393,1.579837,-1.206931,352.267639,168.177261,357.953705,0.372322,1.737312,-0.286537,352.267639,167.249359,357.953705,true,Ready,62298.984,3.775,46.7,1.922,43,-0.0246641412,0.9921366,0.0652223751,0.103936791,-0.025191471,0.991262555,0.065020524,0.111967117,29625.834542485,,,29625.878844130,1787995973866.950,44.302,,7968,Update,false,true,,,,,,,,,,,,,,
2347,2026-08-29 17:31:51.576,1787995911576.850,50364.179,30034,9,12887,1787995973840.340,1787995911541.360,35.494,-0.079251,1.579116,-1.221921,352.062805,168.459717,357.889130,0.370708,1.736592,-0.301556,352.062805,167.531815,357.889130,true,Ready,62298.984,3.775,67.8,1.922,43,-0.0252394788,0.992251,0.06699989,0.101548128,-0.0257811826,0.9913963,0.06679332,0.109579533,29625.852240664,,,29625.906687555,1787995973894.790,54.447,,7969,Update,false,true,,,,,,,,,,,,,,
2348,2026-08-29 17:31:51.595,1787995911595.090,50382.415,30035,9,12889,1787995973858.780,1787995911559.800,35.291,-0.079864,1.578455,-1.229372,351.820160,168.726089,357.830017,0.370215,1.735931,-0.309015,351.820160,167.798172,357.830017,true,Ready,62298.984,3.775,86.0,1.922,43,-0.0258003082,0.992319345,0.06910922,0.0993012041,-0.0263590775,0.991482854,0.0688980445,0.107333183,29625.870681239,,,29625.920606097,1787995973908.710,49.925,,7970,Update,false,true,,,,,,,,,,,,,,
2349,2026-08-29 17:31:51.612,1787995911612.340,50399.671,30036,9,12891,1787995973877.910,1787995911578.930,33.415,-0.080302,1.577628,-1.236692,351.547516,169.048691,357.715607,0.369896,1.735104,-0.316342,351.547516,168.120773,357.715607,true,Ready,62298.984,3.775,103.3,1.922,43,-0.0268197153,0.9923927,0.07144711,0.09660675,-0.0273973811,0.9915781,0.07122761,0.1046395,29625.889813584,,,29625.934537288,1787995973922.640,44.724,,7971,Update,false,true,,,,,,,,,,,,,,
2350,2026-08-29 17:31:51.632,1787995911631.780,50419.104,30037,9,12893,1787995973896.130,1787995911597.140,34.633,-0.081132,1.576464,-1.251500,351.132416,169.613068,357.519867,0.369306,1.733940,-0.331161,351.132416,168.685165,357.519867,true,Ready,62298.984,3.775,122.7,1.922,43,-0.0284842364,0.9925304,0.0750184953,0.091893144,-0.0290907584,0.9917538,0.07478539,0.09992707,29625.908026034,,,29625.962377027,1787995973950.480,54.351,,7972,Update,false,true,,,,,,,,,,,,,,
2351,2026-08-29 17:31:51.657,1787995911657.690,50445.021,30038,9,12895,1787995973914.780,1787995911615.790,41.899,-0.081265,1.575884,-1.259033,350.812408,170.034775,357.435760,0.369294,1.733360,-0.338696,350.812408,169.106873,357.435730,true,Ready,62298.984,3.775,10.2,1.922,44,-0.0291737355,0.9926166,0.0778311044,0.08833804,-0.029803019,0.991868854,0.0775923356,0.09637278,29625.926675671,,,29625.976296344,1787995973964.400,49.621,,7973,Update,false,true,,,,,,,,,,,,,,
2352,2026-08-29 17:31:51.680,1787995911679.880,50467.207,30039,9,12897,1787995973933.730,1787995911634.750,45.135,-0.081105,1.574985,-1.266469,350.554077,170.544876,357.305664,0.369575,1.732461,-0.346128,350.554077,169.616974,357.305664,true,Ready,62298.984,3.775,32.4,1.922,44,-0.030135069,0.992779851,0.08010409,0.08404456,-0.03078272,0.99206686,0.07985746,0.09208077,29625.945626975,,,29625.990254040,1787995973978.360,44.627,,7974,Update,false,true,,,,,,,,,,,,,,
2353,2026-08-29 17:31:51.698,1787995911699.500,50486.824,30040,9,12901,1787995973969.930,1787995911670.950,28.547,-0.079857,1.571899,-1.288497,349.976318,172.271957,356.730835,0.371180,1.729375,-0.368132,349.976318,171.344055,356.730835,true,Ready,62298.984,3.775,52.0,1.922,44,-0.0342360847,0.9933398,0.0852126852,0.06959011,-0.0349249765,0.99274385,0.08493268,0.0776313245,29625.981832864,,,29626.031983536,1787995974020.090,50.151,,7976,Update,false,true,,,,,,,,,,,,,,
2354,2026-08-29 17:31:51.742,1787995911742.300,50529.627,30042,9,12905,1787995974012.740,1787995911713.760,28.545,-0.076989,1.570065,-1.310035,349.795959,174.318634,356.470215,0.374397,1.727541,-0.389622,349.795959,173.390717,356.470215,true,Ready,62298.984,3.775,94.8,1.922,44,-0.0350437164,0.9942064,0.08725764,0.0520747229,-0.0357491374,0.9937523,0.08697102,0.0601235926,29626.024639014,,,29626.073752348,1787995974061.850,49.113,,7978,Update,false,true,,,,,,,,,,,,,,
2355,2026-08-29 17:31:51.780,1787995911780.270,50567.599,30044,9,12907,1787995974035.270,1787995911736.280,43.988,-0.074530,1.568804,-1.324180,349.725403,175.736664,356.429565,0.377084,1.726280,-0.403724,349.725403,174.808746,356.429565,true,Ready,62298.984,3.775,14.6,1.922,45,-0.0343353227,0.9947069,0.08828331,0.03981629,-0.0350490734,0.9943521,0.0880024,0.0478695929,29626.047166985,,,29626.101595482,1787995974089.700,54.428,,7979,Update,false,true,,,,,,,,,,,,,,
2356,2026-08-29 17:31:51.798,1787995911798.720,50586.045,30045,9,12909,1787995974053.890,1787995911754.910,43.811,-0.073084,1.568008,-1.331290,349.756042,176.594986,356.493134,0.378645,1.725484,-0.410811,349.756042,175.667068,356.493134,true,Ready,62298.984,3.775,33.0,1.922,45,-0.0331138857,0.9950199,0.08828976,0.03230811,-0.0338277221,0.994725764,0.08801874,0.040364176,29626.065791414,,,29626.115526670,1787995974103.630,49.735,,7980,Update,false,true,,,,,,,,,,,,,,
2357,2026-08-29 17:31:51.817,1787995911817.360,50604.688,30046,9,12911,1787995974077.120,1787995911778.140,39.223,-0.070491,1.567003,-1.345603,349.705078,178.347702,356.583710,0.381470,1.724479,-0.425079,349.705078,177.419800,356.583710,true,Ready,62298.984,3.775,51.7,1.922,45,-0.0309781432,0.9953825,0.08924218,0.0170280784,-0.03169977,0.9952121,0.08898843,0.0250875652,29626.089019958,,,29626.143365120,1787995974131.470,54.345,,7981,Update,false,true,,,,,,,,,,,,,,
2358,2026-08-29 17:31:51.835,1787995911835.720,50623.045,30047,9,12913,1787995974095.850,1787995911796.870,38.850,-0.069314,1.567031,-1.352825,349.688660,179.411362,356.690460,0.382763,1.724507,-0.432282,349.688660,178.483459,356.690460,true,Ready,62298.984,3.775,70.0,1.922,45,-0.02922131,0.9955125,0.0896755755,0.00770881027,-0.0299465,0.9954175,0.0894360244,0.01576969,29626.107753137,,,29626.157285388,1787995974145.380,49.532,,7982,Update,false,true,,,,,,,,,,,,,,
2359,2026-08-29 17:31:51.857,1787995911856.940,50644.267,30048,9,12915,1787995974119.000,1787995911820.020,36.924,-0.067326,1.570270,-1.367869,349.738495,181.586288,356.784637,0.384994,1.727746,-0.447292,349.738495,180.658386,356.784637,true,Ready,62298.984,3.775,91.2,1.922,45,-0.0267031677,0.9955405,0.08977188,-0.0112729585,-0.0274292212,0.99559927,0.08955272,-0.00321125984,29626.130897775,,,29626.185134333,1787995974173.240,54.237,,7983,Update,false,true,,,,,,,,,,,,,,
2360,2026-08-29 17:31:51.876,1787995911876.190,50663.521,30049,9,12917,1787995974137.950,1787995911838.970,37.227,-0.066935,1.574051,-1.375673,349.440094,182.883118,356.967316,0.385512,1.731527,-0.455088,349.440094,181.955215,356.967316,true,Ready,62298.984,3.775,110.5,1.922,45,-0.024027193,0.9951545,0.09262368,-0.0226075687,-0.0247764289,0.995305061,0.0924261,-0.0145486295,29626.149849756,,,29626.199056289,1787995974187.160,49.207,,7984,Update,false,true,,,,,,,,,,,,,,
2361,2026-08-29 17:31:51.896,1787995911896.380,50683.711,30050,9,12919,1787995974160.830,1787995911861.850,34.537,-0.065895,1.581314,-1.390989,349.055725,185.365784,357.273254,0.386800,1.738790,-0.470385,349.055725,184.437897,357.273254,true,Ready,62298.984,3.775,130.7,1.922,45,-0.0191963054,0.9941763,0.0963387862,-0.0443153344,-0.0199757777,0.9945027,0.0961802,-0.0362636149,29626.172730019,,,29626.226899381,1787995974215.000,54.169,,7985,Update,false,true,,,,,,,,,,,,,,
2362,2026-08-29 17:31:51.922,1787995911923.070,50710.396,30051,9,12921,1787995974180.300,1787995911881.320,41.752,-0.065613,1.584483,-1.398216,348.779541,186.580414,357.528107,0.387199,1.741959,-0.477607,348.779541,185.652496,357.528107,true,Ready,62298.984,3.737,21.8,1.912,46,-0.0158215649,0.9934594,0.09880865,-0.0549999923,-0.0166211464,0.9938723,0.09867731,-0.0469536781,29626.192199552,,,29626.240821831,1787995974228.920,48.622,,7986,Update,false,true,,,,,,,,,,,,,,
2363,2026-08-29 17:31:51.940,1787995911940.380,50727.702,30052,9,12923,1787995974202.620,1787995911903.640,36.736,-0.064749,1.587352,-1.412908,348.772644,188.791931,357.902527,0.388301,1.744827,-0.492283,348.772644,187.864014,357.902527,true,Ready,62298.984,3.737,39.1,1.912,46,-0.0106648784,0.9922474,0.09891252,-0.07448334,-0.011465475,0.9928181,0.09882294,-0.0664462149,29626.214522575,,,29626.268669263,1787995974256.770,54.147,,7987,Update,false,true,,,,,,,,,,,,,,
2364,2026-08-29 17:31:51.958,1787995911958.280,50745.605,30053,9,12925,1787995974232.750,1787995911933.770,24.513,-0.064229,1.586922,-1.419759,349.113861,189.889496,357.904388,0.388931,1.744398,-0.499125,349.113861,188.961578,357.904388,true,Ready,62298.984,3.737,57.0,1.912,46,-0.009961699,0.991769731,0.09605703,-0.0840639,-0.0107391924,0.992418051,0.09597322,-0.0760303438,29626.244651432,,,29626.282591559,1787995974270.690,37.940,,7988,Update,false,true,,,,,,,,,,,,,,
2365,2026-08-29 17:31:51.978,1787995911977.790,50765.115,30054,9,12927,1787995974245.070,1787995911946.090,31.702,-0.063790,1.587831,-1.433919,349.427124,192.005569,357.764404,0.389599,1.745307,-0.513276,349.427124,191.077652,357.764404,true,Ready,62298.984,3.737,76.5,1.912,46,-0.009685166,0.9902862,0.0936437547,-0.10232462,-0.0104431286,0.99108243,0.0935622752,-0.0943024755,29626.256973308,,,29626.310437578,1787995974298.530,53.464,,7989,Update,false,true,,,,,,,,,,,,,,
2366,2026-08-29 17:31:51.996,1787995911996.060,50783.389,30055,9,12929,1787995974265.240,1787995911966.260,29.805,-0.063794,1.587660,-1.440911,349.436127,193.123581,357.426117,0.389709,1.745136,-0.520266,349.436127,192.195679,357.426117,true,Ready,62298.984,3.737,94.8,1.912,46,-0.0117004113,0.9892175,0.0939863,-0.111706778,-0.0124610774,0.9900898,0.0938884839,-0.103693008,29626.277140290,,,29626.324362046,1787995974312.460,47.222,,7990,Update,false,true,,,,,,,,,,,,,,
2367,2026-08-29 17:31:52.015,1787995912014.380,50801.707,30056,9,12931,1787995974285.950,1787995911986.970,27.414,-0.064065,1.587213,-1.454640,349.320465,195.396927,356.926697,0.389660,1.744689,-0.533998,349.320465,194.469009,356.926697,true,Ready,62298.984,3.737,113.1,1.912,46,-0.0139973853,0.9866657,0.0957664251,-0.130857229,-0.0147723891,0.9876932,0.09564995,-0.122863442,29626.297848365,,,29626.352199944,1787995974340.300,54.352,,7991,Update,false,true,,,,,,,,,,,,,,
2368,2026-08-29 17:31:52.062,1787995912062.990,50850.316,30058,9,12933,1787995974314.100,1787995912014.900,48.090,-0.064927,1.586855,-1.468498,348.995544,197.654892,356.488464,0.389022,1.744331,-0.547868,348.995544,196.726990,356.488464,true,Ready,62299.200,3.640,23.9,1.888,47,-0.0154293375,0.983591139,0.09938453,-0.149777517,-0.0162336,0.984771848,0.0992563441,-0.141808033,29626.325997117,,,29626.380047131,1787995974368.150,54.050,,7992,Update,false,true,,,,,,,,,,,,,,
2369,2026-08-29 17:31:52.088,1787995912088.280,50875.609,30059,9,12935,1787995974341.880,1787995912042.680,45.606,-0.066422,1.587095,-1.482205,348.613800,199.806290,356.428986,0.387750,1.744570,-0.561598,348.613800,198.878372,356.428986,true,Ready,62299.200,3.640,49.2,1.888,47,-0.0134899076,0.980296552,0.103006564,-0.168006957,-0.0143235549,0.981624961,0.102893963,-0.160063565,29626.353775089,,,29626.407888387,1787995974395.990,54.113,,7993,Update,false,true,,,,,,,,,,,,,,
2370,2026-08-29 17:31:52.115,1787995912116.380,50903.711,30060,9,12937,1787995974369.700,1787995912070.500,45.882,-0.068673,1.587420,-1.495326,348.406250,201.731842,356.923370,0.385712,1.744896,-0.574754,348.406250,200.803925,356.923370,true,Ready,62299.200,3.640,77.3,1.888,47,-0.007196078,0.977207959,0.1041903,-0.184816867,-0.008039527,0.9786726,0.104128629,-0.176897943,29626.381599310,,,29626.435733557,1787995974423.840,54.134,,7994,Update,false,true,,,,,,,,,,,,,,
2371,2026-08-29 17:31:52.137,1787995912136.870,50924.197,30061,9,12939,1787995974397.730,1787995912098.530,38.343,-0.071415,1.588851,-1.507849,348.570709,203.415970,357.722778,0.383173,1.746327,-0.587320,348.570709,202.488083,357.722778,true,Ready,62299.200,3.640,97.8,1.888,47,0.000840806868,0.9745373,0.10149534,-0.199938,1.892075E-05,0.976124465,0.101498835,-0.192040235,29626.409626761,,,29626.463582501,1787995974451.680,53.956,,7995,Update,false,true,,,,,,,,,,,,,,
2372,2026-08-29 17:31:52.156,1787995912156.000,50943.323,30062,9,12941,1787995974425.350,1787995912126.150,29.849,-0.074432,1.591708,-1.520133,348.848572,204.833893,358.308624,0.380355,1.749184,-0.599651,348.848572,203.905991,358.308624,true,Ready,62299.200,3.640,116.9,1.888,47,0.006543543,0.972190559,0.0980367661,-0.212583065,0.00574948266,0.9738802,0.09808655,-0.204703838,29626.437244264,,,29626.491426355,1787995974479.530,54.182,,7996,Update,false,true,,,,,,,,,,,,,,
2373,2026-08-29 17:31:52.178,1787995912178.650,50965.981,30063,9,12943,1787995974446.660,1787995912147.460,31.197,-0.075994,1.592989,-1.526201,348.939484,205.324982,358.464722,0.378891,1.750465,-0.605744,348.939484,204.397079,358.464722,true,Ready,62299.200,3.640,15.9,1.888,48,0.008112688,0.9713328,0.0969422162,-0.216907963,0.007327441,0.973057449,0.09700474,-0.209035546,29626.458554839,,,29626.505345572,1787995974493.450,46.791,,7997,Update,false,true,,,,,,,,,,,,,,
2374,2026-08-29 17:31:52.205,1787995912205.370,50992.702,30064,9,12945,1787995974467.060,1787995912167.860,37.518,-0.079321,1.594439,-1.538162,348.991791,206.392410,358.655914,0.375759,1.751914,-0.617757,348.991791,205.464493,358.655914,true,Ready,62299.200,3.640,42.6,1.888,48,0.010528231,0.969295263,0.0960430652,-0.226122856,0.00975018,0.971094668,0.09612518,-0.2182667,29626.478955935,,,29626.533191589,1787995974521.290,54.236,,7998,Update,false,true,,,,,,,,,,,,,,
2375,2026-08-29 17:31:52.226,1787995912226.660,51013.991,30065,9,12947,1787995974487.500,1787995912188.300,38.369,-0.081149,1.593885,-1.543906,348.997894,206.681396,358.545898,0.374024,1.751361,-0.623529,348.997894,205.753494,358.545898,true,Ready,62299.200,3.640,63.9,1.888,48,0.009828252,0.968736649,0.0961841643,-0.228476256,0.00904908,0.970555067,0.0962606147,-0.220624477,29626.499396510,,,29626.547116776,1787995974535.220,47.720,,7999,Update,false,true,,,,,,,,,,,,,,
2376,2026-08-29 17:31:52.247,1787995912247.290,51034.618,30066,9,12949,1787995974508.470,1787995912209.270,38.021,-0.085092,1.593240,-1.555558,349.031006,207.432220,358.439941,0.370270,1.750716,-0.635244,349.031006,206.504303,358.439941,true,Ready,62299.200,3.640,84.6,1.888,48,0.009495263,0.967254043,0.09605552,-0.2347399,0.0087171495,0.969123244,0.0961292759,-0.226899981,29626.520368231,,,29626.574962064,1787995974563.060,54.594,,8000,Update,false,true,,,,,,,,,,,,,,
2377,2026-08-29 17:31:52.267,1787995912266.860,51054.184,30067,9,12951,1787995974529.590,1787995912230.390,36.468,-0.087438,1.592308,-1.561379,349.020081,207.622742,358.308868,0.368019,1.749784,-0.641102,349.020081,206.694824,358.308868,true,Ready,62299.200,3.640,104.1,1.888,48,0.008571659,0.966864347,0.09640182,-0.236234173,0.00779076666,0.9687457,0.0964680761,-0.22839731,29626.541489587,,,29626.588883477,1787995974576.980,47.394,,8001,Update,false,true,,,,,,,,,,,,,,
2378,2026-08-29 17:31:52.290,1787995912289.870,51077.197,30068,9,12953,1787995974550.600,1787995912251.400,38.472,-0.092240,1.591019,-1.572566,349.026001,208.114380,358.242371,0.363398,1.748495,-0.652365,349.026001,207.186462,358.242371,true,Ready,62299.200,3.640,127.1,1.888,48,0.008412159,0.965851545,0.0964538455,-0.240326211,0.007630855,0.967766,0.0965188146,-0.2324974,29626.562499433,,,29626.616728403,1787995974604.830,54.229,,8002,Update,false,true,,,,,,,,,,,,,,
2379,2026-08-29 17:31:52.317,1787995912316.930,51104.256,30069,9,12955,1787995974571.380,1787995912272.180,44.751,-0.095078,1.590176,-1.577984,349.016541,208.251602,358.298431,0.360649,1.747652,-0.657829,349.016541,207.323669,358.298431,true,Ready,62299.200,3.640,154.2,1.888,48,0.009020192,0.965551436,0.09640507,-0.2415266,0.00823926553,0.967475653,0.09647496,-0.233700156,29626.583276362,,,29626.630655588,1787995974618.760,47.379,,8003,Update,false,true,,,,,,,,,,,,,,
2380,2026-08-29 17:31:52.339,1787995912338.670,51125.999,30070,9,12957,1787995974592.340,1787995912293.140,45.533,-0.100793,1.588267,-1.588804,349.094147,208.668823,358.381805,0.355110,1.745743,-0.668739,349.094147,207.740921,358.381805,true,Ready,62299.200,3.640,175.9,1.888,48,0.009905277,0.964718759,0.09554054,-0.245135933,0.00913132,0.9666722,0.09561762,-0.237316132,29626.604237978,,,29626.658494784,1787995974646.590,54.257,,8004,Update,false,true,,,,,,,,,,,,,,
2381,2026-08-29 17:31:52.360,1787995912361.040,51148.365,30071,9,12959,1787995974620.150,1787995912320.950,40.092,-0.107590,1.585889,-1.599166,349.391510,208.934296,358.625061,0.348481,1.743364,-0.679211,349.391510,208.006393,358.625061,true,Ready,62299.200,3.640,198.3,1.888,48,0.0115251895,0.964352369,0.0924912542,-0.247663215,0.0107758753,0.966326356,0.0925815552,-0.239846319,29626.632045325,,,29626.686340123,1787995974674.440,54.295,,8005,Update,false,true,,,,,,,,,,,,,,
2382,2026-08-29 17:31:52.380,1787995912381.180,51168.512,30072,9,12961,1787995974648.190,1787995912348.990,32.194,-0.115596,1.583251,-1.609232,350.097351,209.057465,359.078339,0.340640,1.740727,-0.689405,350.097351,208.129547,359.078339,true,Ready,62299.200,3.640,218.5,1.888,48,0.0138945412,0.9645527,0.0855568349,-0.24924925,0.0132012889,0.9665395,0.08566655,-0.2414307,29626.660092828,,,29626.714183981,1787995974702.280,54.091,,8006,Update,false,true,,,,,,,,,,,,,,
2383,2026-08-29 17:31:52.423,1787995912422.700,51210.032,30074,9,12965,1787995974696.660,1787995912397.460,25.248,-0.130081,1.580833,-1.624083,351.271790,208.814545,359.911102,0.326396,1.738309,-0.704488,351.271790,207.886627,359.911102,true,Ready,62299.200,3.640,260.0,1.888,48,0.0181839541,0.9657578,0.0738937,-0.248034149,0.01758501,0.9677347,0.0740385354,-0.240205854,29626.708556791,,,29626.755950004,1787995974744.050,47.393,,8008,Update,false,true,,,,,,,,,,,,,,
2384,2026-08-29 17:31:52.456,1787995912456.670,51243.998,30076,9,12967,1787995974717.570,1787995912418.370,38.297,-0.140400,1.578802,-1.633791,351.831146,208.588242,0.106513,0.316237,1.736278,-0.714362,351.831146,207.660339,0.106513,true,Ready,62299.200,3.640,293.9,1.888,48,0.018484192,0.966563165,0.0687923357,-0.246336624,0.0179265458,0.9685263,0.06893976,-0.238501847,29626.729472574,,,29626.783794687,1787995974771.900,54.322,,8009,Update,false,true,,,,,,,,,,,,,,
2385,2026-08-29 17:31:52.473,1787995912473.770,51261.094,30077,9,12969,1787995974737.430,1787995912438.230,35.542,-0.146304,1.577682,-1.638551,352.099304,208.289536,0.097432,0.310411,1.735157,-0.719218,352.099304,207.361618,0.097432,true,Ready,62299.200,3.640,311.0,1.888,48,0.0176578388,0.96736294,0.06659598,-0.24384889,0.0171180032,0.969306,0.06673679,-0.23600778,29626.749323930,,,29626.797716144,1787995974785.820,48.392,,8010,Update,false,true,,,,,,,,,,,,,,
2386,2026-08-29 17:31:52.493,1787995912494.240,51281.566,30078,9,12971,1787995974759.320,1787995912460.120,34.117,-0.157987,1.575562,-1.648108,352.581238,207.776123,0.186237,0.298884,1.733038,-0.728962,352.581238,206.848221,0.186237,true,Ready,62299.200,3.640,331.5,1.888,48,0.01710303,0.96870625,0.0624150671,-0.239624709,0.0165970679,0.9706149,0.06255152,-0.23177284,29626.771219245,,,29626.825565751,1787995974813.670,54.347,,8011,Update,false,true,,,,,,,,,,,,,,
2387,2026-08-29 17:31:52.513,1787995912513.600,51300.925,30079,9,12973,1787995974778.930,1787995912479.730,33.872,-0.164280,1.574512,-1.653293,352.582642,207.390182,0.114059,0.292675,1.731988,-0.734249,352.582642,206.462265,0.114058,true,Ready,62299.200,3.640,350.9,1.888,48,0.0162791163,0.969519138,0.0626091659,-0.236321539,0.0157716069,0.971401036,0.06273894,-0.228463173,29626.790824403,,,29626.839502738,1787995974827.600,48.678,,8012,Update,false,true,,,,,,,,,,,,,,
2388,2026-08-29 17:31:52.555,1787995912554.750,51342.076,30081,9,12977,1787995974821.930,1787995912522.730,32.022,-0.183689,1.568845,-1.667409,352.714020,206.282654,0.074083,0.273498,1.726321,-0.748676,352.714020,205.354752,0.074083,true,Ready,62299.200,3.640,392.0,1.888,48,0.015074186,0.971835,0.0617286526,-0.226934314,0.0145738516,0.973640859,0.0618486963,-0.21905753,29626.833828470,,,29626.881255291,1787995974869.350,47.427,,8014,Update,false,true,,,,,,,,,,,,,,
2389,2026-08-29 17:31:52.573,1787995912572.920,51360.250,30082,9,12979,1787995974843.070,1787995912543.870,29.051,-0.196924,1.565150,-1.676476,353.131378,205.477402,0.131534,0.260411,1.722626,-0.757957,353.131378,204.549500,0.131534,true,Ready,62299.200,3.640,410.2,1.888,48,0.0143267754,0.9736184,0.0581770875,-0.220176041,0.0138552207,0.975369453,0.0582911968,-0.212285072,29626.854971545,,,29626.909100660,1787995974897.200,54.129,,8015,Update,false,true,,,,,,,,,,,,,,
2390,2026-08-29 17:31:52.592,1787995912592.920,51380.244,30083,9,12981,1787995974863.800,1787995912564.600,28.314,-0.203389,1.563309,-1.680743,353.608765,205.011642,0.084116,0.254016,1.720785,-0.762328,353.608765,204.083725,0.084115,true,Ready,62299.200,3.640,430.2,1.888,48,0.0127865262,0.9747469,0.05426393,-0.216242015,0.0123467073,0.97646606,0.0543656945,-0.208341986,29626.875705193,,,29626.923018748,1787995974911.120,47.314,,8016,Update,false,true,,,,,,,,,,,,,,
2391,2026-08-29 17:31:52.616,1787995912615.770,51403.094,30084,9,12983,1787995974884.570,1787995912585.370,30.394,-0.216079,1.562541,-1.689485,354.951324,204.216965,359.927979,0.241470,1.720017,-0.771274,354.951324,203.289047,359.927979,true,Ready,62299.200,3.640,453.0,1.888,48,0.008624724,0.976809,0.0431955941,-0.2095327,0.008274671,0.978473842,0.04326402,-0.201616138,29626.896471028,,,29626.950867150,1787995974938.970,54.396,,8017,Update,false,true,,,,,,,,,,,,,,
