序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
2392,2026-08-29 17:31:52.652,1787995912651.550,51438.874,30086,9,12985,1787995974912.650,1787995912613.450,38.099,-0.229477,1.566145,-1.699185,355.712677,203.420822,359.631409,0.228230,1.723621,-0.781190,355.712677,202.492905,359.631409,true,Ready,62299.200,3.640,488.8,1.888,48,0.00444457773,0.9785201,0.0372788981,-0.20270434,0.00414256752,0.98012954,0.03731367,-0.194774121,29626.924544990,,,29626.978707972,1787995974966.810,54.163,,8018,Update,false,true,,,,,,,,,,,,,,
2393,2026-08-29 17:31:52.680,1787995912680.020,51467.352,30087,9,12987,1787995974940.570,1787995912641.370,38.654,-0.242506,1.566867,-1.708519,356.243835,202.679337,359.464264,0.215354,1.724342,-0.790734,356.243835,201.751434,359.464264,true,Ready,62299.200,3.640,517.3,1.888,48,0.00186238787,0.9799715,0.0330513828,-0.196367055,0.00159469433,0.981529534,0.0330653861,-0.188425392,29626.952470722,,,29627.006557151,1787995974994.660,54.086,,8019,Update,false,true,,,,,,,,,,,,,,
2394,2026-08-29 17:31:52.701,1787995912701.950,51489.279,30088,9,12989,1787995974968.430,1787995912669.230,32.721,-0.254407,1.567084,-1.717201,357.561768,202.097733,358.987762,0.203596,1.724560,-0.799608,357.561768,201.169830,358.987762,true,Ready,62299.200,3.640,539.2,1.888,48,-0.004590327,0.9812397,0.0225734226,-0.191410825,-0.004772966,0.982757568,0.0225355178,-0.183459044,29626.980329891,,,29627.034397117,1787995975022.500,54.067,,8020,Update,false,true,,,,,,,,,,,,,,
2395,2026-08-29 17:31:52.738,1787995912738.040,51525.368,30090,9,12991,1787995974996.450,1787995912697.250,40.787,-0.265833,1.569612,-1.727910,358.411072,201.755447,358.226227,0.192345,1.727088,-0.810500,358.411072,200.827530,358.226227,true,Ready,62299.200,3.640,575.3,1.888,48,-0.01258251,0.9818607,0.016535379,-0.1884621,-0.0127159925,0.983354747,0.0164329521,-0.1805054,29627.008350623,,,29627.062245760,1787995975050.350,53.895,,8021,Update,false,true,,,,,,,,,,,,,,
2396,2026-08-29 17:31:52.755,1787995912755.490,51542.821,30091,9,12993,1787995975024.130,1787995912724.930,30.564,-0.277050,1.569426,-1.739054,358.581726,201.424561,357.968658,0.181309,1.726902,-0.821824,358.581726,200.496658,357.968658,true,Ready,62299.200,3.640,592.8,1.888,48,-0.0151153971,0.982384145,0.0154533144,-0.185618311,-0.015240035,0.983855069,0.0153304124,-0.177657425,29627.036028855,,,29627.090085596,1787995975078.190,54.057,,8022,Update,false,true,,,,,,,,,,,,,,
2397,2026-08-29 17:31:52.790,1787995912789.480,51576.808,30093,9,12995,1787995975052.350,1787995912753.150,36.330,-0.288292,1.567398,-1.749857,358.664551,201.174561,358.278900,0.170243,1.724874,-0.832807,358.664551,200.246658,358.278900,true,Ready,62299.200,3.640,626.8,1.888,48,-0.0126212947,0.9828307,0.0142133217,-0.183527946,-0.012735974,0.9842847,0.0141106565,-0.175563574,29627.064250733,,,29627.117934610,1787995975106.030,53.684,,8023,Update,false,true,,,,,,,,,,,,,,
2398,2026-08-29 17:31:52.829,1787995912829.360,51616.689,30095,9,12997,1787995975088.230,1787995912789.030,40.336,-0.298927,1.565274,-1.761464,358.770477,200.798126,359.181061,0.159798,1.722750,-0.844586,358.770477,199.870209,359.181061,true,Ready,62299.200,3.640,666.6,1.888,48,-0.005092215,0.98350656,0.0118428068,-0.18041268,-0.00518794544,0.9849354,0.0118011851,-0.172442913,29627.100123184,,,29627.145787549,1787995975133.890,45.664,,8024,Update,false,true,,,,,,,,,,,,,,
2399,2026-08-29 17:31:52.848,1787995912847.700,51635.025,30096,9,12999,1787995975101.710,1787995912802.510,45.186,-0.303716,1.565057,-1.767890,358.787079,200.568008,359.634857,0.155114,1.722533,-0.851089,358.787079,199.640091,359.634857,true,Ready,62299.200,3.640,685.0,1.888,48,-0.00124549074,0.9838808,0.0109831849,-0.178483367,-0.00133438641,0.9852939,0.0109727411,-0.17051059,29627.113611727,,,29627.159698934,1787995975147.800,46.087,,8025,Update,false,true,,,,,,,,,,,,,,
2400,2026-08-29 17:31:52.866,1787995912866.370,51653.695,30097,9,13001,1787995975121.910,1787995912822.710,43.660,-0.313479,1.564649,-1.780438,358.934418,200.107285,359.926147,0.145555,1.722124,-0.863792,358.934418,199.179382,359.926147,true,Ready,62299.200,3.640,703.6,1.888,48,0.0009887471,0.9846031,0.009268419,-0.174556747,0.000913664233,0.985984445,0.009276123,-0.1665783,29627.133806625,,,29627.187541257,1787995975175.640,53.735,,8026,Update,false,true,,,,,,,,,,,,,,
2401,2026-08-29 17:31:52.883,1787995912884.050,51671.381,30098,9,13003,1787995975149.710,1787995912850.510,33.543,-0.321357,1.564030,-1.793435,359.430908,199.563141,359.666687,0.137889,1.721506,-0.876916,359.430908,198.635239,359.666687,true,Ready,62299.200,3.640,721.3,1.888,48,-0.002022624,0.9854488,0.005388283,-0.1698755,-0.00206618919,0.9867922,0.005371729,-0.161890358,29627.161609597,,,29627.215399521,1787995975203.500,53.790,,8027,Update,false,true,,,,,,,,,,,,,,
2402,2026-08-29 17:31:52.920,1787995912920.570,51707.897,30100,9,13005,1787995975177.380,1787995912878.180,42.390,-0.328259,1.564020,-1.806850,0.480180,198.749680,359.316681,0.131205,1.721496,-0.890440,0.480180,197.821777,359.316681,true,Ready,62299.200,3.640,757.8,1.888,48,-0.00656599645,0.9866136,-0.00316296681,-0.162913084,-0.00654017041,0.9879005,-0.00321603147,-0.15491876,29627.189280016,,,29627.243230717,1787995975231.330,53.951,,8028,Update,false,true,,,,,,,,,,,,,,
2403,2026-08-29 17:31:52.938,1787995912938.670,51725.992,30101,9,13007,1787995975205.340,1787995912906.140,32.522,-0.334994,1.565136,-1.820685,1.470363,197.887787,359.163605,0.124694,1.722612,-0.904382,1.470363,196.959869,359.163605,true,Ready,62299.200,3.640,775.9,1.888,48,-0.009204205,0.9877189,-0.01154001,-0.155542746,-0.009110459,0.98894614,-0.0116141625,-0.147539645,29627.217242779,,,29627.271076988,1787995975259.180,53.834,,8029,Update,false,true,,,,,,,,,,,,,,
2404,2026-08-29 17:31:52.971,1787995912971.960,51759.285,30103,9,13009,1787995975233.240,1787995912934.040,37.917,-0.341233,1.564986,-1.834546,2.154455,197.112137,359.243011,0.118681,1.722462,-0.918343,2.154455,196.184219,359.243011,true,Ready,62299.200,3.640,809.2,1.888,48,-0.009328133,0.988656,-0.0176077988,-0.148870409,-0.009185251,0.9898291,-0.01768276,-0.140859932,29627.245143251,,,29627.298925743,1787995975287.020,53.782,,8030,Update,false,true,,,,,,,,,,,,,,
2405,2026-08-29 17:31:52.989,1787995912988.860,51776.190,30104,9,13011,1787995975260.840,1787995912961.640,27.221,-0.346152,1.564101,-1.849506,2.548592,196.530807,359.471802,0.114005,1.721577,-0.933381,2.548592,195.602905,359.471802,true,Ready,62299.200,3.640,826.1,1.888,48,-0.00775738526,0.989342749,-0.0213451143,-0.143823087,-0.00758429058,0.990475,-0.0214072317,-0.135807216,29627.272739555,,,29627.326767275,1787995975314.870,54.028,,8031,Update,false,true,,,,,,,,,,,,,,
2406,2026-08-29 17:31:53.023,1787995913023.480,51810.806,30106,9,13013,1787995975289.150,1787995912989.940,33.534,-0.351206,1.563567,-1.864319,2.523907,196.196198,359.705383,0.109191,1.721043,-0.948273,2.523907,195.268295,359.705383,true,Ready,62299.200,3.640,860.7,1.888,48,-0.00564714568,0.989777,-0.0214416925,-0.140889883,-0.005473338,0.9908855,-0.0214867219,-0.132870615,29627.301051225,,,29627.354610109,1787995975342.700,53.559,,8032,Update,false,true,,,,,,,,,,,,,,
2407,2026-08-29 17:31:53.069,1787995913069.270,51856.599,30108,9,13017,1787995975344.180,1787995913044.980,24.294,-0.358415,1.560239,-1.892902,2.365134,196.243500,359.830933,0.102447,1.717715,-0.976970,2.365134,195.315567,359.830933,true,Ready,62299.200,3.640,906.5,1.888,48,-0.004375966,0.989753962,-0.0202228073,-0.1412769,-0.00421206839,0.9908656,-0.020257581,-0.133257747,29627.356077637,,,29627.410300531,1787995975398.400,54.223,,8034,Update,false,true,,,,,,,,,,,,,,
2408,2026-08-29 17:31:53.126,1787995913126.380,51913.704,30111,9,13021,1787995975400.370,1787995913101.170,25.210,-0.362211,1.553844,-1.920457,2.294755,197.257050,359.800629,0.099097,1.711319,-1.004583,2.294755,196.329147,359.800629,true,Ready,62299.200,3.640,963.6,1.888,48,-0.0047238525,0.9884769,-0.0195365567,-0.1500317,-0.004565503,0.9896594,-0.01957417,-0.1420227,29627.412264986,,,29627.465990453,1787995975454.090,53.725,,8036,Update,false,true,,,,,,,,,,,,,,
2409,2026-08-29 17:31:53.164,1787995913164.520,51951.851,30113,9,13023,1787995975428.380,1787995913129.180,35.341,-0.361862,1.549662,-1.932936,2.771210,198.198578,359.514404,0.099648,1.707138,-1.017055,2.771211,197.270676,359.514404,true,Ready,62299.200,3.640,1001.8,1.888,48,-0.008007234,0.987102,-0.0232065246,-0.1581994,-0.007819058,0.988350749,-0.0232706051,-0.150201261,29627.440281916,,,29627.493835427,1787995975481.940,53.554,,8037,Update,false,true,,,,,,,,,,,,,,
2410,2026-08-29 17:31:53.180,1787995913180.350,51967.681,30114,9,13025,1787995975456.860,1787995913157.660,22.690,-0.360594,1.547233,-1.944802,3.621547,199.381577,359.241882,0.101108,1.704709,-1.028898,3.621547,198.453674,359.241882,true,Ready,62299.200,3.640,1017.6,1.888,48,-0.0118371435,0.98518157,-0.030034015,-0.168449312,-0.0115935588,0.9865134,-0.0301288851,-0.160466373,29627.468763325,,,29627.521680219,1787995975509.780,52.917,,8038,Update,false,true,,,,,,,,,,,,,,
2411,2026-08-29 17:31:53.214,1787995913214.760,52002.090,30116,9,13027,1787995975483.790,1787995913184.590,30.174,-0.359465,1.547561,-1.956563,4.270988,200.782166,359.338867,0.102427,1.705037,-1.040640,4.270987,199.854263,359.338867,true,Ready,62299.200,3.640,1052.0,1.888,48,-0.0123917814,0.98286134,-0.0356111266,-0.180449367,-0.0121030165,0.9842905,-0.035710305,-0.172484785,29627.495687911,,,29627.549526063,1787995975537.630,53.838,,8039,Update,false,true,,,,,,,,,,,,,,
2412,2026-08-29 17:31:53.247,1787995913246.730,52034.060,30118,9,13029,1787995975512.210,1787995913213.010,33.725,-0.359082,1.550840,-1.968927,4.505004,202.652679,359.663971,0.103011,1.708316,-1.052995,4.505003,201.724777,359.663971,true,Ready,62299.200,3.640,1084.0,1.888,48,-0.01059223,0.9797401,-0.03796233,-0.196357429,-0.0102844825,0.9812981,-0.03804686,-0.188417614,29627.524106143,,,29627.577369922,1787995975565.470,53.264,,8040,Update,false,true,,,,,,,,,,,,,,
2413,2026-08-29 17:31:53.278,1787995913278.740,52066.072,30120,9,13031,1787995975539.200,1787995913240.000,38.741,-0.358847,1.551978,-1.981139,3.574188,204.615387,0.115726,0.103444,1.709453,-1.065202,3.574188,203.687469,0.115726,true,Ready,62299.200,3.640,1116.0,1.888,48,-0.005661359,0.976548,-0.0306840334,-0.213026941,-0.00541271176,0.9782411,-0.0307288729,-0.205112427,29627.551101354,,,29627.605215450,1787995975593.320,54.114,,8041,Update,false,true,,,,,,,,,,,,,,
2414,2026-08-29 17:31:53.297,1787995913296.470,52083.793,30121,9,13033,1787995975567.080,1787995913267.880,28.583,-0.358179,1.551682,-1.992120,3.699322,206.342514,0.429356,0.104289,1.709157,-1.076171,3.699323,205.414612,0.429356,true,Ready,62299.200,3.640,1133.7,1.888,48,-0.00370831764,0.973206758,-0.0322810635,-0.227624461,-0.00344680343,0.975018144,-0.03231004,-0.219736516,29627.578982034,,,29627.633058056,1787995975621.160,54.076,,8042,Update,false,true,,,,,,,,,,,,,,
2415,2026-08-29 17:31:53.333,1787995913333.390,52120.714,30123,9,13035,1787995975595.590,1787995913296.390,36.993,-0.358990,1.555278,-2.003643,4.017642,207.844254,0.703928,0.103664,1.712754,-1.087705,4.017642,206.916351,0.703928,true,Ready,62299.200,3.640,1170.7,1.888,48,-0.00247500883,0.970060647,-0.03550006,-0.2402415,-0.002187468,0.9719743,-0.0355189443,-0.232378662,29627.607506360,,,29627.660903898,1787995975648.990,53.398,,8043,Update,false,true,,,,,,,,,,,,,,
2416,2026-08-29 17:31:53.349,1787995913348.530,52135.852,30124,9,13037,1787995975622.980,1787995913323.780,24.747,-0.360454,1.555772,-2.014021,4.000392,209.147507,1.258288,0.102369,1.713248,-1.098106,4.000392,208.219604,1.258288,true,Ready,62299.200,3.640,1185.8,1.888,48,0.00183868571,0.967273,-0.0365391336,-0.251086652,0.00213449821,0.9692746,-0.03652305,-0.243246049,29627.634877821,,,29627.688753867,1787995975676.850,53.876,,8044,Update,false,true,,,,,,,,,,,,,,
2417,2026-08-29 17:31:53.398,1787995913399.170,52186.501,30127,9,13039,1787995975659.600,1787995913360.400,38.774,-0.362509,1.553194,-2.023260,4.355743,210.401917,1.729379,0.100464,1.710670,-1.107377,4.355743,209.474014,1.729379,true,Ready,62299.200,3.640,1236.4,1.888,48,0.00458941935,0.964355648,-0.0406222045,-0.261432678,0.00491820462,0.966441035,-0.0405837148,-0.25361532,29627.671496626,,,29627.716595652,1787995975704.700,45.099,,8045,Update,false,true,,,,,,,,,,,,,,
2418,2026-08-29 17:31:53.417,1787995913417.410,52204.735,30128,9,13041,1787995975673.450,1787995913374.250,43.159,-0.364004,1.553533,-2.028582,4.380707,210.995041,1.818738,0.099055,1.711008,-1.112722,4.380707,210.067123,1.818738,true,Ready,62299.200,3.640,1254.7,1.888,48,0.005071759,0.9629788,-0.0410628766,-0.2663833,0.0054041,0.965104342,-0.0410204679,-0.25857687,29627.685347878,,,29627.730514827,1787995975718.620,45.167,,8046,Update,false,true,,,,,,,,,,,,,,
2419,2026-08-29 17:31:53.433,1787995913434.130,52221.458,30129,9,13043,1787995975694.840,1787995913395.640,38.493,-0.367693,1.555337,-2.039524,4.198085,212.057556,1.941336,0.095544,1.712813,-1.123723,4.198086,211.129639,1.941337,true,Ready,62299.200,3.640,1271.4,1.888,48,0.006159021,0.960511744,-0.0398724973,-0.2752989,0.00648168661,0.962709546,-0.039821323,-0.2675122,29627.706736422,,,29627.758359867,1787995975746.460,51.623,,8047,Update,false,true,,,,,,,,,,,,,,
2420,2026-08-29 17:31:53.451,1787995913450.870,52238.197,30130,9,13045,1787995975720.660,1787995913421.460,29.411,-0.372236,1.556528,-2.049639,3.985709,212.755676,2.156488,0.091166,1.714004,-1.133910,3.985709,211.827774,2.156488,true,Ready,62299.200,3.640,1288.1,1.888,48,0.008239568,0.9588576,-0.03866075,-0.281122178,0.008552352,0.961102664,-0.038592767,-0.2733487,29627.732557466,,,29627.786214322,1787995975774.320,53.657,,8048,Update,false,true,,,,,,,,,,,,,,
2421,2026-08-29 17:31:53.483,1787995913483.320,52270.643,30132,9,13047,1787995975748.180,1787995913448.980,34.333,-0.377288,1.557319,-2.059066,4.206321,213.390640,2.395195,0.086267,1.714795,-1.143418,4.206321,212.462723,2.395194,true,Ready,62299.200,3.640,1320.6,1.888,48,0.009465342,0.957212031,-0.0411444455,-0.28629142,0.009798197,0.959499,-0.0410664566,-0.278531015,29627.760081687,,,29627.814088623,1787995975802.190,54.007,,8049,Update,false,true,,,,,,,,,,,,,,
2422,2026-08-29 17:31:53.518,1787995913517.630,52304.956,30134,9,13049,1787995975776.910,1787995913477.710,39.915,-0.383389,1.558518,-2.068571,4.364222,213.885529,2.561050,0.080320,1.715994,-1.153021,4.364222,212.957626,2.561050,true,Ready,62299.200,3.640,1354.9,1.888,48,0.010268908,0.9559119,-0.0429218,-0.2903183,0.0106161293,0.958231568,-0.0428372473,-0.2825684,29627.788813565,,,29627.841889604,1787995975829.990,53.076,,8050,Update,false,true,,,,,,,,,,,,,,
2423,2026-08-29 17:31:53.533,1787995913533.300,52320.622,30135,9,13051,1787995975804.080,1787995913504.880,28.412,-0.390444,1.558664,-2.076938,4.623347,214.180664,2.841228,0.073402,1.716139,-1.161500,4.623348,213.252747,2.841228,true,Ready,62299.200,3.640,1370.6,1.888,48,0.01182775,0.955065131,-0.0458222963,-0.2925938,0.0121984072,0.957403243,-0.0457250252,-0.284850627,29627.815981589,,,29627.869738240,1787995975857.840,53.757,,8051,Update,false,true,,,,,,,,,,,,,,
2424,2026-08-29 17:31:53.569,1787995913569.520,52356.850,30137,9,13053,1787995975832.590,1787995913533.390,36.136,-0.398318,1.558218,-2.084717,5.092273,214.319061,3.137955,0.065655,1.715694,-1.169406,5.092273,213.391144,3.137956,true,Ready,62299.200,3.640,1406.8,1.888,48,0.0130342012,0.9545447,-0.0505006425,-0.29346922,0.0134427026,0.95689,-0.05039345,-0.285730273,29627.844493206,,,29627.897581530,1787995975885.680,53.088,,8052,Update,false,true,,,,,,,,,,,,,,
2425,2026-08-29 17:31:53.585,1787995913585.270,52372.596,30138,9,13055,1787995975859.750,1787995913560.550,24.715,-0.406817,1.557634,-2.092319,5.490705,214.324829,3.223702,0.057280,1.715110,-1.177144,5.490705,213.396927,3.223701,true,Ready,62299.200,3.640,1422.5,1.888,48,0.0127171008,0.9543955,-0.05403688,-0.2933388,0.0131542459,0.956739664,-0.0539321378,-0.28560105,29627.871655813,,,29627.925427879,1787995975913.530,53.772,,8053,Update,false,true,,,,,,,,,,,,,,
2426,2026-08-29 17:31:53.618,1787995913618.460,52405.783,30140,9,13057,1787995975887.500,1787995913588.300,30.159,-0.416202,1.556598,-2.099620,5.712988,214.231522,2.994771,0.048015,1.714074,-1.184597,5.712987,213.303619,2.994771,true,Ready,62299.200,3.640,1455.7,1.888,48,0.0102815256,0.9545819,-0.05529222,-0.292592645,0.010728918,0.95692,-0.0552071556,-0.284853458,29627.899395191,,,29627.953273065,1787995975941.380,53.878,,8054,Update,false,true,,,,,,,,,,,,,,
2427,2026-08-29 17:31:53.650,1787995913650.120,52437.451,30142,9,13059,1787995975916.020,1787995913616.820,33.307,-0.426366,1.554942,-2.106482,5.784724,214.116180,2.636877,0.037963,1.712418,-1.191622,5.784722,213.188278,2.636877,true,Ready,62299.200,3.640,1487.4,1.888,48,0.00717080152,0.9548778,-0.0549681,-0.29178,0.0076156687,0.957209349,-0.0549082346,-0.284038424,29627.927919881,,,29627.981121839,1787995975969.220,53.202,,8055,Update,false,true,,,,,,,,,,,,,,
2428,2026-08-29 17:31:53.693,1787995913692.630,52479.958,30144,9,13061,1787995975951.920,1787995913652.720,39.911,-0.437869,1.552088,-2.112827,5.569850,213.637451,2.691590,0.026564,1.709563,-1.198153,5.569850,212.709534,2.691590,true,Ready,62299.200,3.640,1529.9,1.888,48,0.008400712,0.9561609,-0.0532834753,-0.28783083,0.008831898,0.9584604,-0.05321371,-0.280079037,29627.963817385,,,29628.008962566,1787995975997.070,45.145,,8056,Update,false,true,,,,,,,,,,,,,,
2429,2026-08-29 17:31:53.708,1787995913708.290,52495.614,30145,9,13063,1787995975971.550,1787995913672.350,35.935,-0.449569,1.549371,-2.119019,5.618044,213.164825,2.796164,0.014966,1.706847,-1.204533,5.618043,212.236908,2.796165,true,Ready,62299.200,3.640,1545.6,1.888,48,0.009373718,0.957314968,-0.0539097562,-0.28382045,0.009809945,0.959582,-0.05383209,-0.2760594,29627.983452803,,,29628.036806205,1787995976024.910,53.353,,8057,Update,false,true,,,,,,,,,,,,,,
2430,2026-08-29 17:31:53.726,1787995913726.080,52513.411,30146,9,13065,1787995975998.910,1787995913699.710,26.371,-0.462538,1.548843,-2.125336,6.050393,212.465240,2.835797,0.002101,1.706318,-1.211060,6.050393,211.537323,2.835797,true,Ready,62299.200,3.640,1563.4,1.888,48,0.008976799,0.9588682,-0.05756307,-0.277808875,0.00944262,0.961086452,-0.0574885,-0.270035416,29628.010812754,,,29628.064649397,1787995976052.750,53.837,,8058,Update,false,true,,,,,,,,,,,,,,
2431,2026-08-29 17:31:53.759,1787995913758.850,52546.178,30148,9,13067,1787995976026.870,1787995913727.670,31.180,-0.476690,1.548405,-2.131509,6.307992,211.661591,3.018339,-0.011949,1.705881,-1.217461,6.307991,210.733688,3.018339,true,Ready,62299.200,3.640,1596.1,1.888,48,0.0102955783,0.9606764,-0.0600883961,-0.2708956,0.0107818041,0.9628386,-0.0600030646,-0.263107777,29628.038794059,,,29628.092500045,1787995976080.580,53.706,,8059,Update,false,true,,,,,,,,,,,,,,
2432,2026-08-29 17:31:53.793,1787995913792.530,52579.858,30150,9,13069,1787995976054.970,1787995913755.770,36.757,-0.491644,1.549366,-2.137106,7.011420,211.024170,3.254642,-0.026810,1.706842,-1.223300,7.011420,210.096268,3.254642,true,Ready,62299.200,3.640,1629.8,1.888,48,0.010965718,0.9618475,-0.0664775446,-0.265160382,0.0115036573,0.9639632,-0.06638658,-0.2573632,29628.066874895,,,29628.120343378,1787995976108.440,53.468,,8060,Update,false,true,,,,,,,,,,,,,,
2433,2026-08-29 17:31:53.807,1787995913807.530,52594.862,30151,9,13071,1787995976082.490,1787995913783.290,24.244,-0.508336,1.553333,-2.145198,6.891004,210.749817,3.099908,-0.043369,1.710809,-1.231661,6.891004,209.821915,3.099908,true,Ready,62299.200,3.640,1644.8,1.888,48,0.0101048546,0.9625476,-0.065085575,-0.262990475,0.010631552,0.9646457,-0.06500162,-0.25518766,29628.094392189,,,29628.148192305,1787995976136.290,53.800,,8061,Update,false,true,,,,,,,,,,,,,,
2434,2026-08-29 17:31:53.842,1787995913843.250,52630.572,30153,9,13073,1787995976110.750,1787995913811.550,31.698,-0.524490,1.552657,-2.150991,6.476809,210.325317,3.028662,-0.059428,1.710133,-1.237715,6.476808,209.397415,3.028661,true,Ready,62299.200,3.640,1680.5,1.888,48,0.0106956847,0.9636998,-0.061406292,-0.259610474,0.0111925676,0.9657705,-0.0613176748,-0.251798451,29628.122649067,,,29628.176030491,1787995976164.130,53.381,,8062,Update,false,true,,,,,,,,,,,,,,
2435,2026-08-29 17:31:53.874,1787995913874.230,52661.555,30155,9,13075,1787995976138.000,1787995913838.800,35.427,-0.540138,1.551574,-2.156692,6.883869,210.171188,2.541163,-0.074981,1.709050,-1.243668,6.883870,209.243286,2.541164,true,Ready,62299.200,3.640,1711.5,1.888,48,0.00574974669,0.9639059,-0.06371436,-0.258443117,0.006265482,0.9659671,-0.0636657253,-0.250629485,29628.149899695,,,29628.203875696,1787995976191.980,53.976,,8063,Update,false,true,,,,,,,,,,,,,,
2436,2026-08-29 17:31:53.890,1787995913889.970,52677.301,30156,9,13077,1787995976160.340,1787995913861.140,28.834,-0.548495,1.551341,-2.159743,6.958039,209.957626,2.437428,-0.083287,1.708817,-1.246855,6.958039,209.029724,2.437428,true,Ready,62299.200,3.640,1727.2,1.888,48,0.004827711,0.964356661,-0.0640949458,-0.2566804,0.005346557,0.9664036,-0.06405376,-0.24886322,29628.172238499,,,29628.217799906,1787995976205.900,45.561,,8064,Update,false,true,,,,,,,,,,,,,,
